INSERT INTO public.book(id, title, author,pages,  avg_rating, pub_date, format, pub_id, image)
(79,'Breath Of The Swamp','Scarlet Weaver',167,5,'2019-10-17','Kindle',12,'ScarletWeaver79.jpg'),
(80,'Driving Into My Enemies','Tucker Walters',105,5,'2010-06-29','Paperbacks',15,'TuckerWalters80.jpg'),
(81,'Visiting The King','Samara Lucero',414,1,'2012-04-14','Hardcover',3,'SamaraLucero81.jpg'),
(82,'Bound To The Sea','Felipe Marin',225,2,'2018-04-05','Hardcover',25,'FelipeMarin82.jpg'),
(83,'Bleeding At The Ships','Celia Woodward',459,2,'2021-08-24','Hardcover',20,'CeliaWoodward83.jpg'),
(84,'Delaying My Destiny','Jeremias Raymond',266,1,'2013-06-18','Kindle',58,'JeremiasRaymond84.jpg'),
(85,'Rejecting The Emperor','Hadlee Cole',168,1,'2011-07-06','eBook',11,'HadleeCole85.jpg'),
(86,'Challenge Of The Elements','Nathaniel Ali',255,3,'2015-05-09','Hardcover',25,'NathanielAli86.jpg'),
(87,'Eliminating My Home','Zelda Bowen',63,2,'2012-07-19','Kindle',38,'ZeldaBowen87.jpg'),
(88,'Call To The River','Trevor Kirk',135,2,'2013-01-19','eBook',45,'TrevorKirk88.jpg'),
(89,'Growing In The Ships','Ellis Cannon',70,2,'2020-09-26','Paperbacks',26,'EllisCannon89.jpg'),
(90,'Traces In The Mines','Archie Valdez',436,3,'2019-11-09','Hardcover',11,'ArchieValdez90.jpg'),
(91,'Still Breathing In Nightmares','Diana Richmond',338,2,'2019-11-10','Kindle',16,'DianaRichmond91.jpg'),
(92,'Bathing In Secrets','Mordechai Salas',351,4,'2011-06-02','Kindle',36,'MordechaiSalas92.jpg'),
(93,'Scared At The Sun','Amber Baxter',212,3,'2011-10-02','eBook',28,'AmberBaxter93.jpg'),
(94,'Symbols In My Family','Tomas Meyer',499,3,'2021-01-21','Kindle',26,'TomasMeyer94.jpg'),
(95,'Vanish In The Swamp','Sara Wall',245,5,'2013-10-09','Paperbacks',64,'SaraWall95.jpg'),
(96,'Battle Of My Friends','Issac Miles',251,2,'2012-06-25','Hardcover',58,'IssacMiles96.jpg'),
(97,'Scared Of The Fog','Alessandra Haley',406,2,'2022-06-01','Hardcover',65,'AlessandraHaley97.jpg'),
(98,'Raised By The Mist','Leif Henry',304,5,'2019-04-19','eBook',55,'LeifHenry98.jpg'),
(99,'Confessions Of The Dark','Summer Clay',204,5,'2010-10-05','eBook',3,'SummerClay99.jpg'),
(100,'Binding To The Champions','Yosef Goodwin',96,4,'2016-05-25','Kindle',38,'YosefGoodwin100.jpg'),
(101,'Bravery In Dreams','Shiloh Briggs',101,1,'2017-04-09','Hardcover',28,'ShilohBriggs101.jpg')
;
